insert into account values(3300000, "name20000", 990.54);
insert into account values(3301799, "name21799", 568.371);
insert into account values(3301800, "name21800", 829.183);
insert into account values(3301801, "name21801", 802.479);
insert into account values(3301802, "name21802", 186.6);
insert into account values(3301803, "name21803", 429.217);
insert into account values(3301804, "name21804", 108.815);
insert into account values(3301805, "name21805", 432.97);
insert into account values(3301806, "name21806", 450.481);
insert into account values(3301807, "name21807", 251.138);
insert into account values(3301808, "name21808", 470.835);
insert into account values(3301809, "name21809", 468.552);
insert into account values(3301810, "name21810", 838.36);
insert into account values(3301811, "name21811", 296.285);
insert into account values(3301812, "name21812", 236.865);
insert into account values(3301813, "name21813", 905.355);
insert into account values(3301814, "name21814", 946.428);
insert into account values(3301815, "name21815", 907.528);
insert into account values(3301816, "name21816", 834.841);
insert into account values(3301817, "name21817", 971.583);
insert into account values(3301818, "name21818", 381.553);
insert into account values(3301819, "name21819", 938.432);
insert into account values(3301820, "name21820", 226.423);
insert into account values(3301821, "name21821", 198.254);
insert into account values(3301822, "name21822", 425.979);
insert into account values(3301823, "name21823", 609.042);
insert into account values(3301824, "name21824", 737.125);
insert into account values(3301825, "name21825", 119.318);
insert into account values(3301826, "name21826", 343.959);
insert into account values(3301827, "name21827", 514.589);
insert into account values(3301828, "name21828", 903.07);
insert into account values(3301829, "name21829", 296.121);
insert into account values(3301830, "name21830", 0.946);
insert into account values(3301831, "name21831", 512.085);
insert into account values(3301832, "name21832", 500.548);
insert into account values(3301833, "name21833", 752.573);
insert into account values(3301834, "name21834", 133.344);
insert into account values(3301835, "name21835", 698.298);
insert into account values(3301836, "name21836", 574.571);
insert into account values(3301837, "name21837", 649.178);
insert into account values(3301838, "name21838", 320.126);
insert into account values(3301839, "name21839", 871.839);
insert into account values(3301840, "name21840", 204.78);
insert into account values(3301841, "name21841", 912.63);
insert into account values(3301842, "name21842", 209.24);
insert into account values(3301843, "name21843", 236.188);
insert into account values(3301844, "name21844", 886.963);
insert into account values(3301845, "name21845", 336.66);
insert into account values(3301846, "name21846", 522.797);
insert into account values(3301847, "name21847", 447.044);
insert into account values(3301848, "name21848", 554.617);
insert into account values(3301849, "name21849", 168.729);
insert into account values(3301850, "name21850", 867.822);
insert into account values(3301851, "name21851", 736.847);
insert into account values(3301852, "name21852", 161.194);
insert into account values(3301853, "name21853", 865.462);
insert into account values(3301854, "name21854", 703.106);
insert into account values(3301855, "name21855", 602.945);
insert into account values(3301856, "name21856", 48.856);
insert into account values(3301857, "name21857", 409.304);
insert into account values(3301858, "name21858", 109.453);
insert into account values(3301859, "name21859", 606.377);
insert into account values(3301860, "name21860", 23.375);
insert into account values(3301861, "name21861", 490.683);
insert into account values(3301862, "name21862", 408.716);
insert into account values(3301863, "name21863", 89.235);
insert into account values(3301864, "name21864", 461.847);
insert into account values(3301865, "name21865", 243.475);
insert into account values(3301866, "name21866", 431.17);
insert into account values(3301867, "name21867", 81.335);
insert into account values(3301868, "name21868", 731.253);
insert into account values(3301869, "name21869", 854.273);
insert into account values(3301870, "name21870", 30.278);
insert into account values(3301871, "name21871", 452.84);
insert into account values(3301872, "name21872", 252.666);
insert into account values(3301873, "name21873", 793.445);
insert into account values(3301874, "name21874", 763.555);
insert into account values(3301875, "name21875", 81.75);
insert into account values(3301876, "name21876", 196.931);
insert into account values(3301877, "name21877", 78.814);
insert into account values(3301878, "name21878", 906.151);
insert into account values(3301879, "name21879", 588.556);
insert into account values(3301880, "name21880", 654.599);
insert into account values(3301881, "name21881", 626.755);
insert into account values(3301882, "name21882", 257.517);
insert into account values(3301883, "name21883", 311.459);
insert into account values(3301884, "name21884", 227.036);
insert into account values(3301885, "name21885", 553.461);
insert into account values(3301886, "name21886", 877.643);
